API,method,github url,label (M/C)
java.util.Map__get__1,InMemPersistenceManager.load#PropertyId#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/persistence/mem/InMemPersistenceManager.java#L388,C
java.util.Map__get__1,ReportType.register#String#Namespace#Class#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-webdav/src/main/java/org/apache/jackrabbit/webdav/version/report/ReportType.java#L146,C
java.util.List__get__1,DemoSelector.setDefaultSelectedDemo#,https://github.com/ebourg/swingx/blob/820656c/swingx-demos/swingx-demos-swingxset/src/main/java/org/jdesktop/swingxset/DemoSelector.java#L47,C
java.util.Map__get__1,MVMap.putIfAbsent#K#V#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/mvstore/MVMap.java#L525,C
java.util.Iterator__next__0,GlyphClassTable.MappedClassTable.populate#List#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/complexscripts/fonts/GlyphClassTable.java#L525,C
java.sql.ResultSet__next__0,TestPgServer.testKeyAlias#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/unit/TestPgServer.java#L366,M
java.util.Map__get__1,BeanInfoSupport.setConstrained#boolean#String#,https://github.com/ebourg/swingx/blob/820656c/swingx-beaninfo/src/main/java/org/jdesktop/beans/BeanInfoSupport.java#L352,C
java.util.Iterator__next__0,XMPSerializerRDF.serializeCompactRDFGeneralQualifier#int#XMPNode#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/xmp/impl/XMPSerializerRDF.java#L784,C
java.util.Map__get__1,PageParser.get#String#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/server/web/PageParser.java#L161,C
java.util.List__get__1,CellEditorReport.getLastStoppedEvent#,https://github.com/ebourg/swingx/blob/820656c/swingx-core/src/test/java/org/jdesktop/test/CellEditorReport.java#L93,C
java.util.Iterator__next__0,NodeResolverTest.testFindNodeByPrincipalName#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/test/java/org/apache/jackrabbit/core/security/user/NodeResolverTest.java#L137,C
java.sql.ResultSet__next__0,DatabaseFileSystem.hasChildren#String#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/fs/db/DatabaseFileSystem.java#L496,C
java.util.List__get__1,DefaultClipper.fixupFirstLefts1#OutRec#OutRec#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/parser/clipper/DefaultClipper.java#L1427,C
java.util.Map__get__1,OTFSubSetFile.updateFixedOffsets#Map#Offsets#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/fonts/truetype/OTFSubSetFile.java#L1125,M
java.util.Iterator__next__0,GenerationalCache.put#Object#Object#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/conversion/GenerationalCache.java#L136,C
java.util.Iterator__next__0,CCITTFactoryTest.testCreateFromRandomAccessMulti#,https://github.com/apache/pdfbox/blob/72249f6ff/pdfbox/src/test/java/org/apache/pdfbox/pdmodel/graphics/image/CCITTFactoryTest.java#L97,M
java.util.Map__get__1,CssSelectorParser.CssIdSelector.matches#Tag#,https://github.com/itext/itextpdf/blob/2d5b6a212/xmlworker/src/main/java/com/itextpdf/tool/xml/css/parser/CssSelectorParser.java#L97,C
java.util.List__get__1,DefaultClipper.minkowski#Path#Path#boolean#boolean#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/parser/clipper/DefaultClipper.java#L470,C
javax.swing.JFrame__setVisible__1,BasicTipOfTheDayUI.createDialog#Component#ShowOnStartupChoice#boolean#,https://github.com/ebourg/swingx/blob/820656c/swingx-core/src/main/java/org/jdesktop/swingx/plaf/basic/BasicTipOfTheDayUI.java#L98,C
java.io.PrintWriter__write__1,NumericEntityEscaper.translate#int#Writer#,https://github.com/apache/commons-text/blob/7d2b511/src/main/java/org/apache/commons/text/translate/NumericEntityEscaper.java#L103,C
java.util.Map__get__1,PdfPageLabels.getPageLabelFormats#PdfReader#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/PdfPageLabels.java#L260,C
java.util.Enumeration__nextElement__0,User.addProperties#Properties#,https://github.com/apache/directory-fortress-core/blob/a7ab0c01/src/main/java/org/apache/directory/fortress/core/model/User.java#L1352,C
java.util.Iterator__next__0,DatasetUtils.iterateToFindRangeBounds#CategoryDataset#List#boolean#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/data/general/DatasetUtils.java#L1006,C
java.util.List__get__1,AbstractTagprocessorTest.verifyEnd#,https://github.com/itext/itextpdf/blob/2d5b6a212/xmlworker/src/test/java/com/itextpdf/tool/xml/html/tps/AbstractTagprocessorTest.java#L65,C
java.util.List__get__1,DefaultTableXYDataset.getX#int#int#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/data/xy/DefaultTableXYDataset.java#L282,M
com.itextpdf.text.pdf.PdfArray__getPdfObject__1,TaggedPdfCopyTest.copyTaggedPdf1#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/test/java/com/itextpdf/text/pdf/TaggedPdfCopyTest.java#L247,C
java.util.List__get__1,DefaultBoxAndWhiskerXYDataset.getMaxOutlier#int#int#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/data/statistics/DefaultBoxAndWhiskerXYDataset.java#L458,M
java.util.Map__get__1,BitsetENTCacheImpl.get#Key#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-jcr2spi/src/main/java/org/apache/jackrabbit/jcr2spi/nodetype/BitsetENTCacheImpl.java#L145,C
java.util.List__get__1,SetMatrix.process#Operator#List#,https://github.com/apache/pdfbox/blob/72249f6ff/pdfbox/src/main/java/org/apache/pdfbox/contentstream/operator/state/SetMatrix.java#L36,C
java.sql.ResultSet__next__0,TestJavaObject.doTest#Object#Object#boolean#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/jdbc/TestJavaObject.java#L70,C
java.util.List__get__1,UIManagerExt.UIDefaultsExt.getResourceCache#Locale#,https://github.com/ebourg/swingx/blob/820656c/swingx-plaf/src/main/java/org/jdesktop/swingx/plaf/UIManagerExt.java#L206,C
java.util.Iterator__next__0,Frequency.getCumFreq#T#,https://github.com/apache/commons-math/blob/1abe3c769/src/main/java/org/apache/commons/math4/stat/Frequency.java#L210,C
java.util.List__get__1,XMPNode.getChild#int#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/xmp/impl/XMPNode.java#L140,M
java.util.Map__get__1,FilePathNioMem.getMemoryFile#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/store/fs/FilePathNioMem.java#L188,C
java.util.List__get__1,SelectUnion.init#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/command/dml/SelectUnion.java#L306,M
java.util.Enumeration__nextElement__0,TreeUtilities.PreorderModelEnumeration.nextElement#,https://github.com/ebourg/swingx/blob/820656c/swingx-core/src/main/java/org/jdesktop/swingx/tree/TreeUtilities.java#L426,C
java.util.List__get__1,Canonicalizer20010315_Excl.getCurrentUtilizedNamespaces#XMLSecStartElement#C14NStack#,https://github.com/apache/santuario-java/blob/3832bd83/src/main/java/org/apache/xml/security/stax/impl/transformer/canonicalizer/Canonicalizer20010315_Excl.java#L70,C
java.util.Iterator__next__0,AbstractBreaker.getRestartAtLM#PageBreakingAlgorithm#boolean#boolean#boolean#BlockSequence#int#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/layoutmgr/AbstractBreaker.java#L468,C
java.util.List__get__1,JCRSQLQueryBuilder.MergingPathQueryNode.doAndMerge#MergingPathQueryNode[]#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/query/sql/JCRSQLQueryBuilder.java#L468,C
java.util.Enumeration__nextElement__0,TreeUtilities.PreorderNodeEnumeration.nextElement#,https://github.com/ebourg/swingx/blob/820656c/swingx-core/src/main/java/org/jdesktop/swingx/tree/TreeUtilities.java#L426,C
java.util.Iterator__next__0,EventConsumer.prepareDeleted#EventStateCollection#Iterable#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/observation/EventConsumer.java#L183,C
java.util.Iterator__next__0,AbstractLayoutManager.createChildLMs#int#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/layoutmgr/AbstractLayoutManager.java#L209,C
java.util.Iterator__next__0,TextLine.calculateDimensions#Graphics2D#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/text/TextLine.java#L163,C
